## Thu Nov  4 09:44:55 2021 
model n s Ncalpt IC.clk IC.cor IC.rel rho
2 20 10000 1 43.0889 117.0367 119.7409 0.9911054
2 20 10000 1 58.83583 132.339 135.0143 0.03387485
2 20 10000 1 41.69658 115.6808 118.356 0.9956237
2 20 10000 1 47.52652 121.4066 124.2278 3.305683e-06
2 20 10000 1 67.24088 140.1507 142.5074 0.003939511
2 20 10000 1 47.55243 121.4462 124.1992 0.007967878
2 20 10000 1 43.54589 117.4494 120.2396 0.3266732
2 20 10000 1 43.76031 117.719 120.406 0.6152128
2 20 10000 1 42.14549 116.1152 118.7534 0.000690659
2 20 10000 1 41.95274 115.9029 118.5151 0.0007589007
2 20 10000 1 57.14172 130.8253 133.6737 9.2935e-05
2 20 10000 1 42.06782 116.0434 118.6971 0.9425212
2 20 10000 1 53.94483 127.6942 130.0326 0.9992182
2 20 10000 1 44.2064 118.1316 120.829 1.337843e-05
2 20 10000 1 55.53398 129.1646 131.817 0.9912845
2 20 10000 1 43.84266 117.8011 120.2782 0.0002186828
2 20 10000 1 52.7395 126.5985 129.1277 1.142129e-05
2 20 10000 1 48.64675 122.5215 124.9057 0.0135439
2 20 10000 1 42.14792 116.1358 118.8054 0.03921956
2 20 10000 1 44.25086 118.219 120.846 0.0130089
2 20 10000 1 47.92394 121.7781 124.4334 0.7484912
2 20 10000 1 45.75513 119.7014 122.3428 2.951122e-05
2 20 10000 1 43.19455 117.1511 119.7497 0.9992289
2 20 10000 1 57.2063 130.8624 133.1592 0.04841636
2 20 10000 1 43.45927 117.3741 119.9921 0.1529538
2 20 10000 1 42.10079 116.0641 118.7764 0.01713615
2 20 10000 1 45.08771 119.0112 121.706 0.6632215
2 20 10000 1 55.87299 129.7339 132.0159 0.01140477
2 20 10000 1 55.95244 129.7848 132.3232 0.7235823
2 20 10000 1 42.11667 116.0834 118.7981 0.7432559
2 20 10000 1 55.3437 128.9993 131.5389 0.1115953
2 20 10000 1 43.24673 117.1595 119.7922 0.9555064
4 20 10000 1 43.79412 117.7691 120.3678 0.07392735
4 20 10000 1 42.3754 116.3448 118.9921 0.004005742
4 20 10000 1 44.49203 118.456 121.1417 1.198884e-07
4 20 10000 1 48.67936 122.5958 125.3026 2.764683e-05
4 20 10000 1 42.53552 116.4913 119.1388 0.001259337
4 20 10000 1 43.09987 117.0824 119.8222 0.1231775
4 20 10000 1 41.5872 115.5761 118.237 6.345137e-05
4 20 10000 1 44.38053 118.3321 121.0409 0.3544262
4 20 10000 1 45.02114 118.9605 121.5649 0.0002709595
4 20 10000 1 42.63637 116.5964 119.2575 6.286385e-06
4 20 10000 1 52.27656 126.1331 128.8639 7.119017e-07
4 20 10000 1 50.74271 124.6394 127.2035 9.157405e-05
4 20 10000 1 46.47312 120.444 123.13 7.684453e-06
4 20 10000 1 58.19304 132.0708 134.8211 0.0003233873
4 20 10000 1 46.04481 119.9769 122.6299 0.04930971
4 20 10000 1 47.13124 121.0714 123.6241 2.511848e-08
4 20 10000 1 45.56272 119.5163 122.2014 0.00282813
4 20 10000 1 42.03797 116.0037 118.6831 0.0002864558
4 20 10000 1 44.73459 118.6704 121.2492 0.08930156
4 20 10000 1 45.15824 119.0294 121.6339 1.362681e-05
4 20 10000 1 47.41776 121.3813 124.0946 1.053697e-05
4 20 10000 1 40.67629 114.6616 117.327 0.0327122
4 20 10000 1 41.1632 115.1442 117.82 0.6843633
4 20 10000 1 47.5326 121.4437 124.1474 1.443021e-13
4 20 10000 1 54.11488 128.0154 130.6084 7.007479e-06
4 20 10000 1 44.16255 118.0966 120.7228 0.6769378
4 20 10000 1 44.68431 118.6424 121.5266 0.9737092
4 20 10000 1 42.29647 116.2669 118.867 0.0001494356
4 20 10000 1 41.93742 115.9156 118.5628 0.0006554841
4 20 10000 1 49.00743 122.889 125.608 0.8250451
4 20 10000 1 42.33161 116.2717 118.8756 3.42655e-06
4 20 10000 1 47.67644 121.5465 124.3083 3.447169e-06
4 20 10000 1 105.9152 178.0616 179.1976 0.000510228
4 20 10000 1 41.42555 115.4126 118.0725 0.5920278
4 20 10000 1 43.74421 117.717 120.3034 4.812309e-06
4 20 10000 1 42.12049 116.0976 118.8107 0.0398772
4 20 10000 1 53.32382 127.143 129.8193 0.01873834
4 20 10000 1 47.44536 121.3567 123.9159 0.7242846
4 20 10000 1 48.97773 122.9123 125.5958 0.03156516
4 20 10000 1 102.5982 174.0182 175.4491 0.762257
4 20 10000 1 41.25011 115.2237 117.9145 0.002762803
4 20 10000 1 109.5066 176.6677 177.5848 0.03045335
4 20 10000 1 79.52327 152.8083 154.6098 0.001377823
4 20 10000 1 58.01522 131.7018 134.0031 2.304655e-13
4 20 10000 1 61.21476 134.7116 137.6546 5.936209e-06
4 20 10000 1 41.08529 115.0609 117.7105 8.67185e-05
4 20 10000 1 65.33068 139.0516 141.562 6.175933e-05
4 20 10000 1 43.62506 117.5435 120.1548 0.0004724452
4 20 10000 1 44.11518 118.0842 120.6875 0.00987029
4 20 10000 1 44.33406 118.2767 120.9165 6.776959e-07
4 20 10000 1 42.97526 116.9568 119.5593 0.2335674
4 20 10000 1 62.92438 136.6302 139.0451 7.005565e-05
4 20 10000 1 43.77061 117.7374 120.3295 0.9991384
4 20 10000 1 46.41333 120.3105 122.7654 8.160882e-05
4 20 10000 1 41.84919 115.8053 118.467 0.008945866
4 20 10000 1 45.72953 119.6696 122.272 1.34461e-07
4 20 10000 1 41.66969 115.6469 118.2746 0.4855489
4 20 10000 1 49.00438 122.9017 125.4817 0.3491266
4 20 10000 1 44.41334 118.3613 121.1939 6.926663e-09
4 20 10000 1 50.21292 124.1212 126.6147 0.8614349
4 20 10000 1 41.6892 115.662 118.2787 0.9452697
4 20 10000 1 92.00873 161.0937 162.8763 0.9315025
4 20 10000 1 43.24822 117.1797 119.7885 0.9873859
4 20 10000 1 41.90981 115.8812 118.5396 0.9996475
4 20 10000 1 59.53296 133.0663 135.1402 0.0001192951
4 20 10000 1 66.06478 139.7495 141.9519 0.002713142
4 20 10000 1 42.81785 116.7978 119.4605 4.744462e-06
4 20 10000 1 51.52841 125.4536 128.2277 1.193667e-06
4 20 10000 1 44.30078 118.2767 120.8786 0.0227192
4 20 10000 1 69.303 142.4921 144.8885 2.547575e-05
4 20 10000 1 83.92652 157.2186 159.2674 0.003502937
4 20 10000 1 44.09676 118.0599 120.7069 0.001512305
4 20 10000 1 42.52511 116.4907 119.115 1.92031e-08
4 20 10000 1 44.30476 118.2621 120.8655 0.4795307
4 20 10000 1 42.96159 116.9235 119.5922 0.05056778
4 20 10000 1 45.63465 119.5751 122.2212 1.200017e-08
4 20 10000 1 42.20941 116.1881 118.8167 9.964404e-07
4 20 10000 1 43.01358 116.9858 119.7175 0.9927883
4 20 10000 1 167.497 231.4062 231.2374 0.766371
4 20 10000 1 44.6169 118.5133 121.1694 1.071398e-05
4 20 10000 1 59.93743 133.6078 136.3739 3.409697e-07
4 20 10000 1 44.6148 118.5884 121.2337 0.00060536
4 20 10000 1 81.88123 154.3686 156.1258 0.1687319
4 20 10000 1 47.26952 121.2274 124.0504 7.725733e-09
4 20 10000 1 50.40173 124.2502 126.9194 6.589691e-06
4 20 10000 1 42.82782 116.8067 119.5358 0.9997814
4 20 10000 1 41.29761 115.284 117.9387 8.796522e-09
4 20 10000 1 191.9491 247.6889 246.8052 0.002789844
4 20 10000 1 42.58695 116.5609 119.178 6.67078e-07
4 20 10000 1 47.90814 121.8396 124.4339 1.318568e-09
4 20 10000 1 53.52171 127.3018 129.5771 0.1276582
4 20 10000 1 52.51641 126.3958 128.8526 0.1946543
4 20 10000 1 41.57436 115.5487 118.1637 0.001915322
4 20 10000 1 51.47352 125.3143 128.1741 1.408928e-07
4 20 10000 1 44.07347 118.037 120.6633 0.0003971914
4 20 10000 1 47.96431 121.8142 124.4808 0.06185366
4 20 10000 1 46.90645 120.8675 123.4628 0.001080096
4 20 10000 1 144.5773 201.6899 202.2646 0.002491701
4 20 10000 1 44.10332 118.0736 120.6879 2.886381e-05
4 20 10000 1 49.34171 123.1814 125.8846 0.7281322
1 20 10000 5 44.93687 118.9322 121.5326 2.210664e-09
1 20 10000 5 58.79235 132.7825 134.9965 0.0007926034
1 20 10000 5 49.12893 123.1239 125.8038 1.791545e-07
1 20 10000 5 50.02134 124.0146 126.3419 0.2972031
1 20 10000 5 51.634 125.625 128.1183 1.043466e-07
1 20 10000 5 47.85768 121.8487 124.1543 1.627247e-06
1 20 10000 5 51.85388 125.8459 128.603 2.278036e-08
1 20 10000 5 51.21031 125.2053 127.8195 0.0001930639
1 20 10000 5 45.15466 119.1486 122.0247 0.1664291
1 20 10000 5 49.69849 123.6922 125.9886 0.0009457954
1 20 10000 5 47.02294 121.0177 123.3434 0.8015524
1 20 10000 5 60.75475 134.7466 137.2148 0.02169124
1 20 10000 5 50.68875 124.6767 127.4769 0.0002442477
1 20 10000 5 47.50655 121.4979 124.0438 0.0001131271
1 20 10000 5 67.74465 141.715 144.0424 2.686464e-05
1 20 10000 5 47.46852 121.4613 124.2235 5.613297e-06
1 20 10000 5 46.47984 120.4747 123.2061 1.354059e-07
1 20 10000 5 45.28612 119.2799 121.8562 0.0001452211
1 20 10000 5 50.75901 124.7474 127.1484 0.002382836
1 20 10000 5 46.62773 120.6214 123.2394 5.290713e-05
1 20 10000 5 45.96254 119.9558 122.6464 1.175309e-06
1 20 10000 5 44.2982 118.2937 121.4418 0.00280858
1 20 10000 5 45.10889 119.1049 121.5515 0.9906628
1 20 10000 5 53.57613 127.5731 130.1118 0.8887835
1 20 10000 5 45.3951 119.3903 122.2374 1.040313e-08
1 20 10000 5 45.69541 119.6914 122.1524 0.0002453267
1 20 10000 5 47.61127 121.6058 124.0735 9.912116e-07
1 20 10000 5 47.22608 121.2147 123.8218 0.002744792
1 20 10000 5 57.09887 131.0902 133.5517 1.059618e-06
1 20 10000 5 53.96774 127.9567 130.5018 3.375989e-08
1 20 10000 5 48.681 122.6715 125.6215 5.047139e-07
1 20 10000 5 54.62592 128.6155 131.1429 0.1381202
1 20 10000 5 48.26959 122.2629 124.7981 0.0005243069
1 20 10000 5 49.16004 123.1551 126.1833 6.556733e-06
1 20 10000 5 53.70331 127.6939 130.0242 9.846851e-12
1 20 10000 5 49.77081 123.7656 126.1915 0.0004426235
1 20 10000 5 63.23863 137.2254 139.3994 8.55924e-08
1 20 10000 5 53.42259 127.4044 130.2104 0.03005187
1 20 10000 5 51.00364 124.9977 127.5698 0.1431379
1 20 10000 5 139.8693 213.7788 213.9734 1.066089e-06
1 20 10000 5 52.82499 126.813 129.2578 0.0004401503
1 20 10000 5 99.95157 173.8358 174.8393 0.0004181227
1 20 10000 5 51.21684 125.2092 127.7933 0.001701444
1 20 10000 5 46.65715 120.6512 123.3948 2.926799e-06
1 20 10000 5 47.83316 121.8286 124.2855 0.7549534
1 20 10000 5 49.17992 123.1752 125.5933 0.000537721
1 20 10000 5 51.4737 125.4612 127.8179 0.03091039
1 20 10000 5 47.45287 121.4449 123.9458 1.195267e-09
1 20 10000 5 98.28608 172.0713 173.5059 6.899085e-05
1 20 10000 5 45.75038 119.7408 122.0866 2.0597e-09
1 20 10000 5 48.23884 122.2361 125.012 1.937324e-06
1 20 10000 5 48.63536 122.6314 125.0966 8.181494e-11
1 20 10000 5 46.43168 120.4199 122.718 9.209695e-05
1 20 10000 5 45.9985 119.9916 122.5779 1.424813e-11
1 20 10000 5 49.34728 123.3383 125.7979 0.0005882723
1 20 10000 5 59.34355 133.3249 135.3631 0.02628856
1 20 10000 5 49.88285 123.8728 126.8659 4.118343e-06
1 20 10000 5 48.75657 122.7514 125.1097 0.02904666
1 20 10000 5 47.77836 121.7747 124.5186 8.714092e-07
1 20 10000 5 62.94642 136.1017 137.985 0.8530098
1 20 10000 5 52.97799 126.9687 129.447 1.751564e-06
1 20 10000 5 46.51002 120.5033 123.4152 0.003102247
1 20 10000 5 49.01604 123.0091 125.4527 1.937036e-08
1 20 10000 5 51.33375 125.3246 127.8337 0.3520757
1 20 10000 5 72.1996 146.164 148.8122 0.01188314
1 20 10000 5 47.35246 121.3446 124.2805 7.530612e-10
1 20 10000 5 44.53945 118.5354 121.5319 1.219843e-05
1 20 10000 5 86.50731 160.4481 162.2624 2.720616e-12
1 20 10000 5 45.55962 119.5557 122.1096 0.08263124
1 20 10000 5 77.39523 151.0813 153.3672 1.419419e-06
1 20 10000 5 46.57545 120.569 123.421 0.9944785
1 20 10000 5 45.79451 119.7923 122.4787 0.0003704496
1 20 10000 5 52.36654 126.3543 128.8096 3.640726e-05
1 20 10000 5 51.80149 125.7957 128.1603 1.038095e-08
1 20 10000 5 48.55698 122.0758 124.4229 5.944642e-05
1 20 10000 5 46.49326 120.4863 123.4338 9.175465e-12
1 20 10000 5 47.95549 121.9491 124.4163 1.536719e-06
1 20 10000 5 49.7056 123.7005 126.0874 4.162467e-06
1 20 10000 5 48.28715 122.2829 125.0013 1.637011e-10
1 20 10000 5 48.25661 122.2512 124.7398 8.519923e-05
1 20 10000 5 50.118 124.112 126.7659 0.0001027688
1 20 10000 5 52.37079 126.3572 129.2155 4.33113e-08
1 20 10000 5 73.1254 146.9578 148.5976 0.08967274
1 20 10000 5 50.73222 124.716 127.1947 4.350116e-09
1 20 10000 5 50.19183 124.1822 126.7437 6.094643e-07
1 20 10000 5 55.20273 129.1926 131.7114 1.94341e-07
1 20 10000 5 49.95107 123.9483 126.5419 4.491025e-06
1 20 10000 5 45.54655 119.5427 122.3703 1.572022e-10
1 20 10000 5 49.88277 123.8765 126.7302 0.01160269
1 20 10000 5 46.27523 120.2677 122.9234 0.003301081
1 20 10000 5 51.65482 125.6495 128.4125 4.770111e-11
1 20 10000 5 50.44298 124.4343 127.1432 6.471165e-05
1 20 10000 5 45.84733 119.8417 122.4777 2.105089e-05
1 20 10000 5 45.04004 119.0312 121.6929 3.093152e-07
1 20 10000 5 44.55496 118.5503 121.3903 1.553327e-05
1 20 10000 5 51.97373 125.9675 128.1832 0.01760807
1 20 10000 5 50.98787 124.9789 127.2974 0.04063328
1 20 10000 5 50.31426 124.3041 126.8262 1.014761e-07
1 20 10000 5 50.4065 124.4007 127.3629 9.214324e-11
1 20 10000 5 49.20711 123.2002 126.201 2.150784e-07
2 20 10000 5 32.58344 106.5665 109.2007 0.3083091
2 20 10000 5 36.52197 110.3317 112.9747 0.9174647
2 20 10000 5 45.75884 118.8948 121.6714 0.2902137
2 20 10000 5 34.88345 108.8108 111.3839 0.0001863447
2 20 10000 5 79.80135 152.0236 154.0242 0.2662475
2 20 10000 5 50.46361 124.299 127.0048 0.004590491
2 20 10000 5 32.77606 106.7494 109.3736 1.068598e-06
2 20 10000 5 35.05653 108.9844 111.6226 0.3916238
2 20 10000 5 35.04157 109.0045 111.6107 0.1249401
2 20 10000 5 78.09916 150.8204 152.7317 0.4348399
2 20 10000 5 36.61807 110.5483 113.1061 0.06730414
2 20 10000 5 37.29746 111.162 113.9064 0.001923858
2 20 10000 5 41.35174 115.2179 117.6684 0.8679125
2 20 10000 5 40.43949 113.8527 116.4816 0.2340774
2 20 10000 5 38.17806 111.8367 114.4866 0.5570587
2 20 10000 5 39.78868 113.5388 116.2394 0.9992287
2 20 10000 5 35.1737 109.1007 111.779 0.03676253
2 20 10000 5 41.10027 114.968 117.6017 0.3851467
2 20 10000 5 34.59918 108.5381 111.1328 0.9812021
2 20 10000 5 38.27024 112.0091 114.5606 0.9989468
2 20 10000 5 39.75607 113.2926 115.9242 0.02411578
2 20 10000 5 43.84869 116.6706 119.0292 0.01491534
2 20 10000 5 32.63147 106.6086 109.252 0.07224564
2 20 10000 5 52.72097 126.3894 128.5944 0.1220823
2 20 10000 5 33.64952 107.628 110.2476 0.00917921
2 20 10000 5 39.1958 112.9466 115.4848 0.9869849
2 20 10000 5 48.40079 121.7849 124.4101 0.9492108
2 20 10000 5 35.68669 109.5167 112.24 0.9599827
2 20 10000 5 37.87261 111.534 114.2315 0.9222536
2 20 10000 5 74.76292 147.8559 149.7321 4.492641e-07
2 20 10000 5 44.6108 118.3747 120.8096 8.063481e-05
2 20 10000 5 33.20405 107.1869 109.8103 0.0007463411
2 20 10000 5 34.96476 108.9136 111.5364 8.773144e-05
2 20 10000 5 41.02147 114.8815 117.6054 4.037733e-05
2 20 10000 5 36.87942 110.8078 113.5149 0.8914407
2 20 10000 5 33.48918 107.4306 110.1141 0.003112515
2 20 10000 5 44.62869 118.2993 120.7465 0.6335203
2 20 10000 5 38.71281 112.4981 115.0467 0.005545502
2 20 10000 5 34.60127 108.5578 111.2169 2.706567e-08
2 20 10000 5 78.86946 148.044 149.6357 0.1612388
2 20 10000 5 35.6655 109.5639 112.2586 2.79369e-08
2 20 10000 5 45.92949 119.4228 122.205 0.6926157
2 20 10000 5 35.79243 109.7228 112.3932 1.429131e-06
2 20 10000 5 81.27983 151.7836 153.7267 0.8637464
2 20 10000 5 35.92808 109.8818 112.4162 0.5598501
2 20 10000 5 33.93415 107.8912 110.5132 0.1911417
2 20 10000 5 64.95918 137.6718 139.7882 1.606636e-08
2 20 10000 5 61.78191 134.8517 137.5831 0.2735372
2 20 10000 5 40.76752 114.5525 117.0647 0.9851574
2 20 10000 5 36.69059 110.6238 113.2545 0.6487757
2 20 10000 5 34.94852 108.8141 111.4571 1.230583e-07
2 20 10000 5 36.04334 109.9921 112.7164 0.7344365
2 20 10000 5 42.63625 116.4479 118.9965 0.07566701
2 20 10000 5 42.52936 116.2059 119.0376 0.9261755
2 20 10000 5 50.39052 123.3802 125.9066 0.9999477
2 20 10000 5 43.07293 116.9983 119.6554 0.005103156
2 20 10000 5 48.3335 120.5314 123.1843 0.9289404
2 20 10000 5 37.51661 111.2563 113.8541 0.9902431
2 20 10000 5 64.09387 136.9193 139.413 0.5096929
2 20 10000 5 35.06107 109.005 111.6179 0.005746183
2 20 10000 5 43.65089 117.5019 120.3628 0.0007400891
2 20 10000 5 35.98819 109.8429 112.5324 0.03653047
2 20 10000 5 46.1004 119.6117 122.4929 0.9137218
2 20 10000 5 35.42586 109.2956 111.9056 0.9990868
2 20 10000 5 41.32119 115.2003 117.7006 0.649716
2 20 10000 5 41.54538 115.3963 118.0229 0.196625
2 20 10000 5 45.10855 118.695 120.9726 0.9996459
2 20 10000 5 45.95605 119.2895 122.3303 0.9974238
2 20 10000 5 39.35032 113.2266 115.7966 0.6209198
2 20 10000 5 39.04071 112.9044 115.4859 0.004346832
2 20 10000 5 37.94585 111.8863 114.5961 0.01004394
2 20 10000 5 32.84671 106.8129 109.4617 0.4575403
2 20 10000 5 35.68998 109.6594 112.2776 0.9850279
2 20 10000 5 32.88735 106.8527 109.4864 0.9980703
2 20 10000 5 37.61741 111.4611 114.0359 0.002487228
2 20 10000 5 33.58811 107.5779 110.2398 1.343609e-11
2 20 10000 5 44.62914 118.5254 120.883 1.823801e-05
2 20 10000 5 66.28336 138.9415 140.71 0.06091139
2 20 10000 5 38.64621 112.5719 115.1843 0.9668516
2 20 10000 5 34.20332 108.1223 110.7588 0.5203256
2 20 10000 5 33.8898 107.812 110.4809 0.9663075
2 20 10000 5 34.36751 108.3338 111.0174 0.9999877
2 20 10000 5 39.52346 113.2215 115.8079 0.4802381
2 20 10000 5 40.44974 114.2906 117.15 0.686605
2 20 10000 5 40.68597 114.596 117.1148 0.004880456
2 20 10000 5 39.69816 113.3916 115.9096 0.9907106
2 20 10000 5 35.53971 109.3641 112.1816 0.9212909
2 20 10000 5 38.53441 112.3305 115.0784 0.3040726
2 20 10000 5 32.98351 106.9625 109.5835 0.3950228
2 20 10000 5 41.59329 115.144 117.7366 0.2629409
2 20 10000 5 34.56287 108.5087 111.1154 0.8944472
2 20 10000 5 33.72813 107.6981 110.3295 0.006314862
2 20 10000 5 33.99437 107.9631 110.587 0.08531558
2 20 10000 5 35.9348 109.7943 112.3545 0.1098254
2 20 10000 5 189.3287 220.7496 219.5006 0.8539375
2 20 10000 5 40.57089 114.3288 116.911 0.7779046
2 20 10000 5 51.78106 125.4525 128.1391 1.816197e-10
2 20 10000 5 35.99384 109.8588 112.5629 0.1056954
2 20 10000 5 33.27292 107.2409 109.8886 0.3322242
2 20 10000 5 33.72327 107.6126 110.3433 0.9447903
4 20 10000 5 36.91161 110.8414 113.4069 5.582698e-05
4 20 10000 5 36.67009 110.5805 113.2778 3.132819e-06
4 20 10000 5 34.03202 108.0124 110.6295 0.3347087
4 20 10000 5 38.66355 112.5287 115.135 0.2279915
4 20 10000 5 45.85076 119.7042 122.3059 0.001230555
4 20 10000 5 34.72552 108.7039 111.3293 0.001619442
4 20 10000 5 50.39502 124.133 126.2611 0.08549186
4 20 10000 5 37.09186 111.0213 113.6206 0.04870314
4 20 10000 5 35.00576 108.9742 111.5969 0.002604065
4 20 10000 5 39.34435 113.2298 115.8403 1.372922e-06
4 20 10000 5 34.07425 108.0297 110.6851 1.881193e-05
4 20 10000 5 49.0495 122.6724 125.0949 1.627933e-08
4 20 10000 5 36.38246 110.3154 112.8876 0.08175
4 20 10000 5 39.28838 113.1515 115.8435 0.5729874
4 20 10000 5 37.67789 111.6216 114.3104 0.02352915
4 20 10000 5 38.36884 112.3326 114.9713 0.0005944946
4 20 10000 5 42.33827 116.2206 118.8914 1.909995e-05
4 20 10000 5 35.4621 109.4287 112.0339 2.892615e-07
4 20 10000 5 38.62632 112.5399 115.2082 0.001365836
4 20 10000 5 42.16512 116.036 118.5479 0.0002776374
4 20 10000 5 45.06256 118.8851 121.3268 0.4237497
4 20 10000 5 108.0776 179.0679 180.2138 8.353646e-05
4 20 10000 5 39.03116 112.9654 115.5793 0.8417295
4 20 10000 5 44.36906 118.0749 120.7494 0.09124853
4 20 10000 5 35.8369 109.7844 112.4222 0.7073662
4 20 10000 5 34.95464 108.8947 111.5331 0.9645718
4 20 10000 5 57.81829 131.3723 133.3808 0.1560235
4 20 10000 5 76.80554 149.6662 151.8833 0.2285054
4 20 10000 5 36.39201 110.3618 113.0826 2.982629e-08
4 20 10000 5 34.85667 108.8158 111.4424 0.000137388
4 20 10000 5 37.91292 111.83 114.5382 0.002840846
4 20 10000 5 34.15888 108.1259 110.7201 0.0001338821
4 20 10000 5 49.75558 123.5311 126.4499 4.260395e-05
4 20 10000 5 45.03273 118.9293 121.7551 0.0003833447
4 20 10000 5 34.65878 108.6053 111.2033 6.396033e-05
4 20 10000 5 33.74787 107.7207 110.3312 0.9513015
4 20 10000 5 39.42202 113.3729 115.9461 0.01999689
4 20 10000 5 35.23664 109.2107 111.8113 1.874807e-06
4 20 10000 5 38.24349 112.1635 114.7951 4.473429e-07
4 20 10000 5 48.04265 121.8063 124.5376 0.0006058946
4 20 10000 5 37.47123 111.3853 113.9585 0.002217601
4 20 10000 5 36.72828 110.6745 113.3704 0.449254
4 20 10000 5 42.21671 116.1276 118.8913 2.567396e-05
4 20 10000 5 40.61404 114.5196 117.2449 0.008969723
4 20 10000 5 34.79167 108.7439 111.4161 0.0007270268
4 20 10000 5 35.64258 109.5568 112.1328 0.162851
4 20 10000 5 113.8002 177.7631 178.7683 0.001352984
4 20 10000 5 40.27334 114.1071 116.7192 4.689298e-06
4 20 10000 5 34.91902 108.897 111.5143 5.124576e-08
4 20 10000 5 59.3327 132.6481 135.4267 0.000207101
4 20 10000 5 36.16887 110.1343 112.758 0.156854
4 20 10000 5 112.5362 179.8623 180.8729 0.04184795
4 20 10000 5 41.25 115.0984 117.8065 0.1073732
4 20 10000 5 35.36338 109.331 111.9566 1.922846e-06
4 20 10000 5 42.26205 116.1727 118.8015 0.9969319
4 20 10000 5 37.42601 111.3328 113.9201 8.901409e-06
4 20 10000 5 58.52912 131.8832 134.2048 0.5396706
4 20 10000 5 49.77039 123.5363 126.5037 0.9152485
4 20 10000 5 35.95447 109.8894 112.5578 6.82954e-06
4 20 10000 5 36.74469 110.6297 113.3011 3.069659e-06
4 20 10000 5 49.54636 123.1427 125.7413 0.01057417
4 20 10000 5 41.01442 114.9397 117.5069 0.001141269
4 20 10000 5 76.49477 149.1323 151.1853 2.413762e-05
4 20 10000 5 40.4767 114.3778 116.8964 0.0004827875
4 20 10000 5 33.04517 107.018 109.6414 0.002868189
4 20 10000 5 38.7327 112.6622 115.3577 2.892674e-09
4 20 10000 5 49.98268 123.7005 126.1231 4.901547e-11
4 20 10000 5 36.99772 110.9551 113.7511 0.000747468
4 20 10000 5 35.90324 109.863 112.4861 3.619118e-06
4 20 10000 5 43.745 117.5015 120.0215 6.1178e-06
4 20 10000 5 39.17033 113.0982 115.7221 0.6526513
4 20 10000 5 44.05072 117.9468 120.691 9.718537e-05
4 20 10000 5 38.67684 112.6063 115.1583 0.0001957737
4 20 10000 5 38.54211 112.4304 115.3171 0.001719746
4 20 10000 5 33.70572 107.6815 110.3116 0.003765677
4 20 10000 5 34.08215 108.0369 110.7146 0.2111097
4 20 10000 5 56.91219 130.535 132.8997 5.132091e-05
4 20 10000 5 48.87138 122.6917 125.2251 0.09516943
4 20 10000 5 42.8309 116.764 119.5301 4.431579e-05
4 20 10000 5 36.84815 110.807 113.4734 0.1122903
4 20 10000 5 33.43138 107.4067 110.0569 8.535217e-07
4 20 10000 5 34.34707 108.3231 110.9965 4.239172e-05
4 20 10000 5 33.52676 107.474 110.1209 0.05979375
4 20 10000 5 39.85708 113.7373 116.4068 0.9777437
4 20 10000 5 36.69375 110.6377 113.2143 0.6179132
4 20 10000 5 98.56711 169.5754 170.9419 0.04426338
4 20 10000 5 38.37836 112.3292 114.8731 2.849163e-05
4 20 10000 5 36.58374 110.5055 113.164 0.005014958
4 20 10000 5 40.57056 114.5215 117.2447 4.141439e-11
4 20 10000 5 33.47019 107.4284 110.0744 0.001221616
4 20 10000 5 34.67756 108.6422 111.3699 0.01109791
4 20 10000 5 34.31717 108.2782 110.8903 0.8646886
4 20 10000 5 34.0964 108.0552 110.7648 0.09075181
4 20 10000 5 41.17051 115.0287 117.6982 6.623967e-08
4 20 10000 5 37.50407 111.3763 114.0654 0.9990926
4 20 10000 5 36.16412 110.1223 112.746 0.005739327
4 20 10000 5 42.21728 116.0619 118.8631 0.01333999
4 20 10000 5 49.53136 123.3406 125.8633 0.002026206
4 20 10000 5 36.64833 110.5752 113.1367 3.701978e-07
4 20 10000 5 50.77613 124.4005 126.604 0.0003547112
1 20 10000 10 37.56171 111.5516 114.172 0.01646234
1 20 10000 10 41.7813 115.7721 118.4916 2.904119e-08
1 20 10000 10 35.63567 109.631 112.187 2.205901e-06
1 20 10000 10 47.82065 121.7934 124.2795 1.401241e-07
1 20 10000 10 38.34409 112.3289 114.8794 3.633301e-07
1 20 10000 10 39.35002 113.3378 115.9657 7.451449e-06
1 20 10000 10 34.50655 108.4968 111.0339 0.0006454364
1 20 10000 10 33.55663 107.5541 110.0262 1.327753e-07
1 20 10000 10 46.92955 120.918 123.7503 8.958132e-08
1 20 10000 10 40.30571 114.2944 116.664 2.817715e-06
1 20 10000 10 35.49918 109.4869 112.6337 0.000125997
1 20 10000 10 42.71288 116.7063 119.1236 0.1034897
1 20 10000 10 41.5162 115.5035 118.1097 0.001587563
1 20 10000 10 43.13592 117.1254 119.5088 2.754317e-10
1 20 10000 10 71.8749 145.8064 147.5281 0.0009406288
1 20 10000 10 112.5917 186.3638 186.439 3.118448e-05
1 20 10000 10 42.60206 116.5906 118.9658 3.817312e-09
1 20 10000 10 35.31716 109.3123 111.6601 1.765316e-07
1 20 10000 10 39.36734 113.3599 115.8968 0.1129757
1 20 10000 10 40.18076 114.1766 117.033 3.100246e-11
1 20 10000 10 40.73417 114.7255 117.0979 1.08276e-11
1 20 10000 10 44.56551 118.5527 121.0295 1.441609e-08
1 20 10000 10 40.55602 114.5473 117.366 2.020197e-10
1 20 10000 10 40.50514 114.4985 117.2219 0.0005788081
