## Sat Oct 30 14:10:38 2021 
model n s Ncalpt IC.clk IC.cor IC.rel rho
4 20 10000 1 239.765 203.3655 203.0325 0.4133088
4 20 10000 1 250.6158 184.2427 183.8107 0.01227696
4 20 10000 1 185.0248 178.0803 178.2281 3.007327e-06
4 20 10000 1 203.243 175.1753 174.3709 0.2023406
4 20 10000 1 263.3842 193.7314 192.2195 0.01725272
4 20 10000 1 356.2201 198.9208 197.3928 6.249941e-05
4 20 10000 1 517.1956 207.7691 200.7473 0.1174628
4 20 10000 1 321.7824 206.8073 200.5678 3.322626e-06
4 20 10000 1 70585.81 59708.37 433.033 0.0001360448
4 20 10000 1 2435.403 412.2153 281.6686 0.003468349
4 20 10000 1 8323.04 2234.806 309.3604 0.004761697
4 20 10000 1 561.4982 240.7032 226.863 1.059105e-07
4 20 10000 1 908.4687 241.2846 222.3153 0.001564134
1 20 10000 5 50.04417 124.0382 126.5061 0.002039539
1 20 10000 5 46.07052 120.0641 122.7898 4.550468e-09
1 20 10000 5 51.67518 125.6683 128.0163 0.0006702537
1 20 10000 5 52.61566 126.6068 128.967 2.849345e-06
1 20 10000 5 51.29619 125.2903 127.7199 0.9964769
1 20 10000 5 88.10801 159.9878 161.601 4.635687e-17
1 20 10000 5 50.56786 124.56 127.0105 8.891056e-08
1 20 10000 5 47.98718 121.9779 124.8082 2.941397e-07
1 20 10000 5 50.14523 124.1347 126.6604 8.324e-09
1 20 10000 5 49.80419 123.7957 126.0754 1.014074e-06
1 20 10000 5 48.85605 122.8504 125.4212 0.0005077091
1 20 10000 5 49.1349 123.1311 125.5605 3.249619e-06
1 20 10000 5 55.55772 129.5456 132.1447 0.1061077
1 20 10000 5 50.75443 124.7422 127.382 0.004841345
1 20 10000 5 82.18456 155.7326 157.6488 0.004365627
1 20 10000 5 120.8488 181.4817 182.5676 2.399076e-06
1 20 10000 5 48.34811 122.3449 124.642 3.12397e-07
1 20 10000 5 48.51621 122.5122 124.7842 0.0004940221
1 20 10000 5 51.04514 125.0384 127.4032 0.002906961
1 20 10000 5 62.27404 136.2424 138.2279 3.612767e-07
1 20 10000 5 51.80582 125.7966 128.358 0.001970809
1 20 10000 5 58.48063 132.4657 134.5832 0.00617079
1 20 10000 5 50.6147 124.6047 127.3394 0.0001129652
1 20 10000 5 73.70889 147.6659 150.1403 0.003603955
1 20 10000 5 127.7582 201.5093 201.0881 0.0003547701
1 20 10000 5 47.99534 121.9903 124.3905 7.637805e-05
1 20 10000 5 50.50835 124.497 127.2219 1.349723e-05
1 20 10000 5 52.45323 126.4441 128.7967 0.1482858
1 20 10000 5 47.53356 121.5265 124.352 2.66604e-10
1 20 10000 5 48.68 122.6766 125.388 0.001970011
1 20 10000 5 52.41589 126.4116 128.8352 6.900715e-07
1 20 10000 5 47.51862 121.5156 123.7794 0.0005772322
1 20 10000 5 48.56956 122.563 124.8573 2.86266e-05
1 20 10000 5 76.51675 150.3843 152.4217 0.0005524531
1 20 10000 5 49.1724 123.1661 126.008 1.80496e-06
1 20 10000 5 46.93763 120.9333 124.1927 0.3821806
1 20 10000 5 53.42347 127.4122 129.8685 4.277133e-06
1 20 10000 5 46.35551 120.3522 122.5874 0.09954476
1 20 10000 5 50.21834 124.2117 126.5357 0.0009318071
1 20 10000 5 46.5053 120.4964 122.8739 0.0005717226
1 20 10000 5 50.88857 124.877 127.357 0.0002347572
1 20 10000 5 51.92465 125.913 128.4865 0.0009939642
1 20 10000 5 168.1295 220.2887 220.2379 1.043095e-10
1 20 10000 5 45.00756 119.004 121.7114 1.439671e-05
1 20 10000 5 53.58876 127.5784 130.1299 1.29082e-14
1 20 10000 5 48.07296 122.0662 124.6076 0.009223601
1 20 10000 5 49.32047 123.3126 125.572 4.652433e-07
1 20 10000 5 51.86906 125.8641 128.6232 4.754318e-07
1 20 10000 5 46.36921 120.366 123.7128 9.723903e-07
1 20 10000 5 50.05395 124.0442 126.4609 0.0001809923
1 20 10000 5 48.35024 122.3398 124.6969 1.967769e-05
1 20 10000 5 50.71689 124.7083 127.1326 1.641114e-05
1 20 10000 5 47.49892 121.4915 123.8341 2.332978e-06
1 20 10000 5 76.75337 150.722 153.0765 1.391792e-05
1 20 10000 5 49.36641 123.3617 125.9091 3.16672e-09
1 20 10000 5 49.77055 123.7589 126.6655 0.00524332
1 20 10000 5 50.05325 124.0471 126.4829 8.826743e-15
1 20 10000 5 163.2045 216.1807 216.1712 0.1266632
1 20 10000 5 47.93074 121.9276 124.5491 0.04086212
1 20 10000 5 52.11571 126.1101 128.593 1.999859e-05
1 20 10000 5 47.15709 121.15 123.5751 0.8718359
1 20 10000 5 47.15135 121.1467 123.5862 5.648975e-07
1 20 10000 5 52.01332 126.0035 128.6364 4.605924e-06
1 20 10000 5 52.94474 126.9344 129.8274 2.7613e-10
1 20 10000 5 50.95238 124.9431 127.8979 5.952792e-05
1 20 10000 5 52.41053 126.3923 129.433 1.308721e-11
1 20 10000 5 46.66343 120.6576 123.6764 8.091884e-09
1 20 10000 5 54.77358 128.7596 131.7083 7.751078e-05
1 20 10000 5 46.78353 120.7767 123.6286 0.02786066
1 20 10000 5 49.17385 123.1709 125.6333 5.277914e-08
1 20 10000 5 51.85787 125.8456 128.4324 0.0003860548
1 20 10000 5 51.06534 125.0448 127.2376 2.835375e-05
1 20 10000 5 47.86408 121.8585 124.7145 3.668564e-07
1 20 10000 5 137.3309 210.8022 210.8207 0.07557825
1 20 10000 5 47.56051 121.5544 123.987 4.235731e-10
1 20 10000 5 48.8797 122.8747 125.9082 0.0004584047
1 20 10000 5 47.49574 121.49 124.0483 0.001956877
1 20 10000 5 45.84316 119.8336 122.2467 0.4778818
1 20 10000 5 50.32123 124.3157 127.3435 8.315749e-09
1 20 10000 5 50.69648 124.6915 127.1798 5.639452e-15
1 20 10000 5 51.48361 125.475 128.1755 0.0001491725
1 20 10000 5 48.9022 122.8948 125.3244 3.694583e-06
1 20 10000 5 49.14939 123.1429 125.9713 1.324905e-06
1 20 10000 5 47.02299 121.015 123.6008 8.979314e-07
1 20 10000 5 49.54365 123.5328 126.2871 6.863095e-09
1 20 10000 5 48.38407 122.3768 124.9717 0.9893739
1 20 10000 5 53.32633 127.3156 129.6411 1.215194e-06
1 20 10000 5 48.3396 122.3315 124.7608 0.0001320244
1 20 10000 5 53.33174 127.3174 130.0917 1.252599e-16
1 20 10000 5 43.65592 117.6521 120.3417 0.6969401
1 20 10000 5 50.195 124.1881 126.94 5.05934e-05
1 20 10000 5 42.81785 116.8116 119.2168 2.166567e-07
1 20 10000 5 49.94 123.9344 126.3066 5.445919e-10
1 20 10000 5 46.65928 120.657 123.3094 4.638084e-06
1 20 10000 5 53.59408 127.5848 130.181 4.55129e-09
1 20 10000 5 57.58266 131.5711 133.8872 0.8419775
1 20 10000 5 51.10487 125.0992 127.4639 0.0009108623
1 20 10000 5 54.95057 128.9382 131.6177 1.78952e-08
1 20 10000 5 53.08365 127.0788 129.7274 1.36367e-06
1 20 10000 5 52.1563 126.1506 128.6154 0.005824223
2 20 10000 5 37.34374 110.4759 113.0775 0.8642881
2 20 10000 5 40.21738 112.5829 115.1022 0.9947374
2 20 10000 5 49.90427 121.7868 124.4923 1.016906e-05
2 20 10000 5 45.4799 117.3847 119.7719 0.9998605
2 20 10000 5 37.68924 111.1416 113.6753 0.800093
2 20 10000 5 151.9261 159.5203 159.6762 0.1554648
2 20 10000 5 136.2631 138.4382 139.0644 0.2763356
2 20 10000 5 57.49944 128.563 131.3171 0.962055
2 20 10000 5 40.64412 113.4977 116.3299 0.0006625472
2 20 10000 5 99.41623 159.626 160.3973 5.130194e-05
2 20 10000 5 119.2518 126.401 128.5523 0.9987009
2 20 10000 5 39.72611 113.1284 115.7805 0.9998334
2 20 10000 5 58.68301 124.1462 126.6703 0.993171
2 20 10000 5 41.70488 113.8077 116.5744 0.03901789
2 20 10000 5 231.127 195.7304 193.5537 0.2153988
2 20 10000 5 36.41974 109.9479 112.552 0.4021322
2 20 10000 5 111.7692 135.6446 136.6413 0.3061342
2 20 10000 5 44.36226 117.5173 120.4068 2.195464e-05
2 20 10000 5 54.06079 123.4408 126.6211 0.9999766
2 20 10000 5 36.12093 109.4868 112.1683 0.04887444
2 20 10000 5 42.94096 115.4771 118.0653 0.9992613
2 20 10000 5 51.72189 122.7994 125.2399 0.8139985
2 20 10000 5 42.61212 115.2822 118.1765 0.03214635
2 20 10000 5 35.03927 108.8515 111.591 0.001829964
2 20 10000 5 59.05808 120.0156 122.6356 0.9997736
2 20 10000 5 78.8208 135.4756 137.9837 0.9931445
2 20 10000 5 77.33887 137.5061 139.6153 0.6636432
2 20 10000 5 37.68885 111.2283 114.0962 0.4381388
2 20 10000 5 111.1118 143.4188 144.2133 0.7609167
2 20 10000 5 66.65634 131.783 134.2761 0.04724093
2 20 10000 5 92.50424 147.5291 149.5265 0.06562221
2 20 10000 5 36.86525 110.3041 113.0161 0.8667606
2 20 10000 5 84.76127 140.8195 142.9562 0.008377917
2 20 10000 5 51.14223 120.5478 122.9494 0.8932047
2 20 10000 5 107.1938 142.5633 144.1675 0.0575512
2 20 10000 5 43.97735 115.3673 117.9572 0.2664305
2 20 10000 5 38.31603 111.7035 114.417 0.05049756
2 20 10000 5 64.03216 129.8695 132.5681 0.002061998
2 20 10000 5 44.80496 116.2001 118.6193 0.9829775
2 20 10000 5 63.13471 132.2543 134.6385 0.151256
2 20 10000 5 157.6393 146.215 145.7957 9.057368e-05
2 20 10000 5 189.7988 180.1458 179.8503 0.05391347
2 20 10000 5 69.63734 126.8188 129.057 0.9217476
2 20 10000 5 40.37041 113.1499 115.9894 5.776268e-08
2 20 10000 5 80.1335 140.8035 142.7542 2.775987e-05
2 20 10000 5 267.7866 170.231 168.9237 0.0103524
2 20 10000 5 39.11182 111.8847 114.4438 0.004402261
2 20 10000 5 40.78047 114.1473 116.8135 0.9430156
2 20 10000 5 54.97963 126.5427 128.8377 0.3264246
2 20 10000 5 68.30633 138.4286 140.9964 0.01788422
2 20 10000 5 43.10092 115.858 118.653 0.9951962
2 20 10000 5 86.50919 140.9209 142.8379 0.9756832
2 20 10000 5 56.99377 124.9267 127.2564 0.1704226
2 20 10000 5 49.86363 121.2399 124.2111 0.956372
2 20 10000 5 113.2277 146.6716 147.969 0.02218683
2 20 10000 5 70.78921 126.6001 129.2694 0.9972906
2 20 10000 5 68.97408 122.1457 125.0031 0.5488713
2 20 10000 5 80.41332 145.8398 147.9791 0.1603825
2 20 10000 5 69.77016 138.1342 140.8966 0.1354053
2 20 10000 5 67.62823 130.274 132.8269 0.0005318831
2 20 10000 5 130.2663 153.5518 154.7848 0.01931629
2 20 10000 5 134.9543 139.0545 138.2048 0.9688143
2 20 10000 5 36.83774 110.0693 112.763 0.0007053571
2 20 10000 5 55.78107 125.3363 128.595 0.607643
2 20 10000 5 113.0727 145.5449 146.2072 0.7201183
2 20 10000 5 38.89215 111.9063 114.7021 0.3342611
2 20 10000 5 91.59141 141.9963 144.0552 0.2888044
2 20 10000 5 74.91664 129.5858 131.7888 0.8852886
2 20 10000 5 45.98863 116.326 118.9493 0.006561686
2 20 10000 5 41.4388 113.7346 116.4189 0.01770133
2 20 10000 5 59.30671 124.4875 126.186 2.589501e-06
2 20 10000 5 36.50915 109.9914 112.7121 0.9929471
2 20 10000 5 39.66397 112.63 115.61 0.0005879916
2 20 10000 5 220.82 175.4417 171.3131 0.009218451
2 20 10000 5 35.79053 109.4468 112.0095 2.603151e-06
2 20 10000 5 47.68073 118.6721 121.2596 0.002238543
2 20 10000 5 38.05235 111.2409 113.9353 0.1254305
2 20 10000 5 47.22059 118.9692 121.788 0.0009423598
2 20 10000 5 37.51271 111.0353 113.8311 0.772068
2 20 10000 5 45.27655 117.8054 120.4594 0.007445868
2 20 10000 5 45.14844 117.375 120.0034 0.7386133
2 20 10000 5 41.39812 113.9449 116.8291 0.2446117
2 20 10000 5 61.23747 130.3302 133.2004 0.001293236
2 20 10000 5 83.80438 137.7679 139.5907 0.9976178
2 20 10000 5 35.81527 109.3626 112.1267 0.08492237
2 20 10000 5 86.66254 146.6595 148.6076 0.09537594
2 20 10000 5 82.76338 142.4967 144.6709 0.09343461
2 20 10000 5 63.59255 122.1659 124.6599 0.9999642
2 20 10000 5 50.76392 118.8811 121.4834 0.7336189
2 20 10000 5 53.8635 123.1611 126.2023 0.9272438
2 20 10000 5 46.63021 117.3082 120.1807 0.1947976
2 20 10000 5 62.40092 129.7949 132.5006 0.1003744
2 20 10000 5 49.0446 119.3619 122.0244 0.9396037
2 20 10000 5 49.99376 121.7576 124.4806 1.516681e-07
2 20 10000 5 48.01255 119.0397 121.8689 0.9963134
2 20 10000 5 44.48351 117.1603 120.0792 0.8658606
2 20 10000 5 37.46493 110.9552 113.4458 0.9972027
2 20 10000 5 75.91443 141.8852 144.5209 6.921266e-05
2 20 10000 5 137.4388 144.2419 144.2871 0.9767891
2 20 10000 5 46.6463 118.0003 120.2622 0.1008369
3 20 10000 5 114.9558 188.0925 189.3754 0.0001818448
3 20 10000 5 49.60677 123.5903 126.2428 0.0001387723
3 20 10000 5 47.79134 121.7618 124.1154 0.01544825
3 20 10000 5 51.05746 125.015 127.4899 0.607214
3 20 10000 5 48.42389 122.3884 124.7443 0.03210051
3 20 10000 5 52.59319 126.5519 129.031 0.006260138
3 20 10000 5 47.65784 121.6172 124.0328 2.965811e-07
3 20 10000 5 43.40606 117.3822 120.1729 0.1170675
3 20 10000 5 49.25945 123.2199 125.5967 0.5128746
3 20 10000 5 53.40837 127.3584 130.3628 2.284589e-05
3 20 10000 5 48.9895 122.9615 125.4702 0.07838525
3 20 10000 5 46.38838 120.3698 123.1043 0.0001532598
3 20 10000 5 49.55536 123.5256 126.1143 0.03021916
3 20 10000 5 50.77033 124.7219 127.2487 7.2334e-11
3 20 10000 5 46.98516 120.956 123.6783 3.15811e-11
3 20 10000 5 52.92042 126.8839 129.3862 6.772133e-06
3 20 10000 5 63.03448 136.9481 139.7282 3.04257e-05
3 20 10000 5 49.3034 123.2724 125.6795 0.002100696
3 20 10000 5 48.09713 122.0781 124.8175 1.41894e-05
3 20 10000 5 46.75701 120.7323 123.2369 0.2380728
3 20 10000 5 46.68747 120.6463 123.1906 0.6520098
3 20 10000 5 44.83723 118.8141 121.2515 0.3762733
3 20 10000 5 49.76529 123.7388 126.4291 1.792389e-08
3 20 10000 5 51.29156 125.2428 127.7276 0.0006840493
3 20 10000 5 49.02894 122.9734 125.4229 0.0005278535
3 20 10000 5 57.38617 131.3145 133.8492 3.464043e-06
3 20 10000 5 46.67145 120.6433 122.9641 0.05093499
3 20 10000 5 46.57876 120.5401 123.1866 1.507057e-06
3 20 10000 5 47.88105 121.8434 124.4457 0.4470442
3 20 10000 5 51.74958 125.7101 128.0579 0.8034706
3 20 10000 5 94.32403 168.031 169.5512 1.262666e-11
3 20 10000 5 48.69027 122.6685 125.0652 0.3229078
3 20 10000 5 73.36647 145.4484 146.7475 0.6972836
3 20 10000 5 47.01742 120.9963 123.2792 1.029093e-07
3 20 10000 5 51.12201 125.0965 127.9834 0.1102482
3 20 10000 5 45.31732 119.288 122.2345 0.9738709
3 20 10000 5 62.22268 136.1595 138.522 0.3274754
3 20 10000 5 57.59368 131.4976 134.38 1.672056e-06
3 20 10000 5 48.35535 122.3126 124.8977 0.1445449
3 20 10000 5 46.90388 120.8638 124.0982 0.1523048
3 20 10000 5 62.32817 136.2179 138.5915 1.497938e-06
3 20 10000 5 48.21774 122.1716 124.7725 0.987911
3 20 10000 5 48.58194 122.5288 125.2592 0.7189107
3 20 10000 5 47.75538 121.7272 124.183 0.04235393
3 20 10000 5 55.55941 129.4635 132.1167 0.6158876
3 20 10000 5 50.28612 124.2522 126.7745 0.002171691
3 20 10000 5 76.01906 149.8685 151.9955 4.58978e-05
3 20 10000 5 95.55199 169.2692 170.5827 1.500824e-07
3 20 10000 5 50.48648 124.4001 126.7513 2.139322e-05
3 20 10000 5 98.47648 166.3457 167.8215 0.4000909
3 20 10000 5 47.27526 121.254 123.8302 0.0006356629
3 20 10000 5 46.66345 120.6352 122.9322 0.002750867
3 20 10000 5 50.73528 124.7163 127.2134 9.03268e-08
3 20 10000 5 51.97675 125.9203 128.4372 2.056705e-05
3 20 10000 5 52.43899 126.3848 129.1671 6.240723e-10
3 20 10000 5 46.12378 120.0957 122.4955 0.00785621
3 20 10000 5 49.65743 123.6157 126.4027 0.0009620174
3 20 10000 5 50.68134 124.6426 127.1827 1.59129e-06
3 20 10000 5 70.54944 144.4243 147.141 0.008111944
3 20 10000 5 52.79112 126.7481 129.1289 4.693383e-05
3 20 10000 5 47.20198 121.1601 123.9303 0.9769581
3 20 10000 5 50.72201 124.692 127.2947 1.553241e-06
3 20 10000 5 47.05897 121.0309 123.7581 5.30318e-05
3 20 10000 5 50.6 124.554 127.2677 2.193229e-05
3 20 10000 5 48.67412 122.6502 125.3856 0.006934169
3 20 10000 5 47.74881 121.7297 124.0844 4.147821e-06
3 20 10000 5 49.83917 123.8003 126.2187 2.702718e-07
3 20 10000 5 48.10407 122.0618 124.5275 3.176018e-08
3 20 10000 5 50.47022 124.41 127.2407 9.256322e-07
3 20 10000 5 51.89587 125.8811 128.2684 1.183665e-08
3 20 10000 5 47.32306 121.2826 123.6349 0.02256828
3 20 10000 5 50.80877 124.7576 127.3766 0.0002042263
3 20 10000 5 49.73713 123.6828 126.1539 0.01865947
3 20 10000 5 49.77195 123.7288 126.383 4.524034e-09
3 20 10000 5 50.38445 124.3427 127.2225 1.083048e-10
3 20 10000 5 48.34852 122.3227 124.906 0.004511465
3 20 10000 5 56.35528 129.4701 131.8748 0.00155364
3 20 10000 5 44.15981 118.1226 120.5894 0.1686471
3 20 10000 5 46.36784 120.3579 122.7053 5.248531e-06
3 20 10000 5 47.14114 121.121 123.5819 0.0001753661
3 20 10000 5 51.62188 125.5834 127.9193 0.0387513
3 20 10000 5 62.29919 136.0741 138.2653 0.01407833
3 20 10000 5 46.95038 120.9186 123.7313 0.2924403
3 20 10000 5 48.22775 122.2074 124.7618 3.827831e-07
3 20 10000 5 51.67886 125.6397 128.1594 6.558589e-06
3 20 10000 5 50.75778 124.7147 127.4886 0.0002688124
3 20 10000 5 49.00866 122.9686 125.4797 2.407886e-08
3 20 10000 5 48.37742 122.3504 124.9974 0.0001584331
3 20 10000 5 51.64207 125.6065 128.3245 2.911499e-10
3 20 10000 5 47.84675 121.8093 124.3309 1.20027e-11
3 20 10000 5 51.56459 125.5301 127.9909 0.07894611
3 20 10000 5 51.62558 125.6012 127.9426 3.043392e-05
3 20 10000 5 51.33624 125.2875 127.9865 3.284805e-07
3 20 10000 5 51.65393 125.6128 127.8806 0.007312379
3 20 10000 5 51.4724 125.3964 127.7615 0.1980008
3 20 10000 5 48.05978 122.0339 124.4016 0.07101798
3 20 10000 5 51.54108 125.4838 128.3965 0.0001835434
3 20 10000 5 48.85708 122.8417 125.4333 1.414251e-06
3 20 10000 5 59.26605 133.2081 135.3657 4.63153e-08
3 20 10000 5 47.98821 121.9618 124.3769 3.454498e-06
4 20 10000 5 332.2364 185.5457 182.7032 2.130508e-05
4 20 10000 5 509.5626 220.0509 202.0948 0.08685017
4 20 10000 5 232.9069 185.886 183.3395 0.003910442
4 20 10000 5 329.4716 212.7025 209.4689 0.0219529
4 20 10000 5 393382.2 380857 452.163 6.745988e-07
4 20 10000 5 578.9865 248.2766 211.3624 0.1720064
4 20 10000 5 1346.298 398.0685 259.1226 0.9999981
4 20 10000 5 329.5638 188.3616 181.0996 0.05191275
4 20 10000 5 244.5888 204.1208 199.6005 0.0004248678
4 20 10000 5 9265.569 3221.988 309.2785 8.114473e-05
4 20 10000 5 317.6648 205.3664 200.5265 0.0004710747
4 20 10000 5 148.0083 179.2625 176.4011 0.0003239963
4 20 10000 5 380.2422 200.1471 191.6264 3.959332e-06
4 20 10000 5 498.4502 199.0423 195.4659 5.00825e-07
4 20 10000 5 156.6294 175.8332 174.8068 2.304402e-05
4 20 10000 5 18728 16741.2 357.2048 0.008246594
4 20 10000 5 360.3959 202.0238 198.7048 0.9977241
4 20 10000 5 225.545 190.2941 185.7998 5.994484e-13
4 20 10000 5 232.6059 186.9827 182.3361 0.03212467
4 20 10000 5 474.4578 255.5399 228.761 0.8570553
4 20 10000 5 187.0912 179.5241 178.1276 9.261381e-09
4 20 10000 5 224.5647 181.3269 178.2976 0.0001309331
4 20 10000 5 390.0805 186.162 183.7128 1.302051e-05
4 20 10000 5 434.4178 205.3085 202.2375 0.0001410731
4 20 10000 5 151.5756 171.2858 169.7972 2.011238e-06
4 20 10000 5 351.81 196.0935 190.7559 7.678603e-07
4 20 10000 5 940.0972 278.2196 245.6638 1.613914e-08
4 20 10000 5 202.9875 192.0463 190.9692 1.390164e-13
4 20 10000 5 304.6896 208.4734 203.0081 5.262923e-06
4 20 10000 5 346.2363 208.2329 203.3871 0.02994292
4 20 10000 5 25353.49 4957.764 328.4103 0.5536469
4 20 10000 5 276.1461 187.2189 182.5316 0.0007491222
4 20 10000 5 2359.053 672.8254 234.3943 0.0009217861
4 20 10000 5 514.4634 208.3651 202.1142 0.01636299
4 20 10000 5 229.7128 196.8385 195.2576 0.002158984
4 20 10000 5 257.7161 208.823 203.1933 7.7887e-11
4 20 10000 5 3456.325 674.0419 260.0342 0.001402891
4 20 10000 5 328.5855 191.1012 187.3561 0.002739409
4 20 10000 5 180.5815 183.619 182.6344 0.4785082
4 20 10000 5 246.0529 175.813 174.6786 0.0002699607
4 20 10000 5 300.3208 199.334 198.2906 0.1182104
4 20 10000 5 260.2331 183.0848 178.6157 0.0001877472
4 20 10000 5 251.0804 182.9838 180.744 4.654797e-05
4 20 10000 5 254.7071 198.2515 195.6088 8.433546e-05
4 20 10000 5 333.5791 198.2051 193.0218 0.1588944
4 20 10000 5 303.5451 199.1716 198.2192 2.243364e-07
4 20 10000 5 421.0902 191.3057 187.144 5.100666e-05
4 20 10000 5 48661.47 30381.33 343.0745 0.3280571
4 20 10000 5 822.9128 294.4243 220.5186 0.4841151
4 20 10000 5 310.4912 204.0423 201.9953 0.5976184
4 20 10000 5 283.1701 196.8605 191.5923 0.0006960356
4 20 10000 5 236.1008 213.381 208.9145 1.64387e-07
4 20 10000 5 569.1101 246.6899 218.6399 0.006589716
4 20 10000 5 2e+100 517.3699 250.8002 0.0004970972
4 20 10000 5 243.1408 183.1969 178.1753 0.3011301
4 20 10000 5 1983.093 614.17 271.5217 0.0002578262
4 20 10000 5 221.3077 188.5735 187.8705 0.7404224
4 20 10000 5 3108.498 689.5258 261.8733 9.912337e-05
4 20 10000 5 707.3004 300.7049 232.0712 0.06463168
4 20 10000 5 1951.655 473.9743 269.3689 3.90326e-05
4 20 10000 5 1238.229 272.0957 234.7107 0.1280836
4 20 10000 5 176.1651 185.6398 183.7062 0.02054336
4 20 10000 5 742.9103 196.4465 181.7839 0.0007325529
4 20 10000 5 28861.54 21731.18 374.3572 0.01038125
4 20 10000 5 291.3363 201.7994 200.0677 2.012324e-06
4 20 10000 5 210.6306 190.6849 189.1098 7.861786e-11
4 20 10000 5 421.6843 202.6965 196.2256 0.1576409
4 20 10000 5 5962.9 2517.277 292.7902 0.2082033
4 20 10000 5 337.0285 175.6624 171.6625 0.04874621
4 20 10000 5 394.1177 235.2923 210.0042 0.02322709
4 20 10000 5 13083.23 5218.332 317.4355 1.723913e-05
4 20 10000 5 272.8872 189.6638 186.7294 0.04056299
4 20 10000 5 847.1167 229.825 210.6073 0.3425472
4 20 10000 5 312.1608 214.2314 204.7745 0.002189725
4 20 10000 5 308.4184 191.375 185.7421 0.0009403115
4 20 10000 5 318.8498 203.8118 198.369 5.502798e-08
4 20 10000 5 233.989 195.348 194.9024 0.0005689441
4 20 10000 5 182.9368 178.869 177.4911 0.782798
4 20 10000 5 292.9953 185.8195 183.1351 2.797523e-05
4 20 10000 5 229.0635 192.045 190.1528 4.532507e-05
4 20 10000 5 308.2671 189.7059 188.4547 0.003392121
4 20 10000 5 266.3848 201.6178 199.422 0.08146773
4 20 10000 5 438.6307 207.5166 203.931 0.0002619981
4 20 10000 5 4918.4 920.1746 246.9847 0.9686906
4 20 10000 5 241.5719 191.8317 184.6661 0.000119236
4 20 10000 5 2212.583 971.2887 259.8587 0.0006556206
4 20 10000 5 295.0027 204.8604 201.2374 1.389951e-07
4 20 10000 5 383.8746 203.7951 201.7265 5.171497e-05
4 20 10000 5 224.0865 184.9364 182.9364 0.188803
4 20 10000 5 428.1609 208.9907 196.6834 0.0001266593
4 20 10000 5 297.6335 191.9917 188.3926 0.0002494646
4 20 10000 5 196.1229 189.5174 188.4499 0.01192628
4 20 10000 5 309.0553 202.5364 198.227 8.850847e-07
4 20 10000 5 273.8182 206.0819 202.9465 0.02465955
4 20 10000 5 2157.006 648.0971 284.5055 0.0006003659
4 20 10000 5 166.6604 177.9268 176.1156 0.2704813
4 20 10000 5 427.3057 199.7432 196.9724 5.734186e-13
4 20 10000 5 315.204 184.9392 183.0753 3.103143e-10
4 20 10000 5 326.1376 206.9107 204.124 2.306346e-09
4 20 10000 5 739.9334 244.5612 224.025 3.906624e-13
1 20 10000 10 38.36403 112.3577 114.8411 0.0004226016
1 20 10000 10 35.60957 109.6016 112.4837 4.585403e-06
1 20 10000 10 37.95 111.9409 114.4163 1.65728e-05
1 20 10000 10 39.29141 113.2805 115.7109 0.9256665
1 20 10000 10 39.56921 113.5603 116.2663 0.9007995
1 20 10000 10 33.04955 107.0456 109.7317 0.000173025
1 20 10000 10 39.16479 113.1575 115.7168 5.579965e-05
1 20 10000 10 44.85316 118.8419 121.3046 3.996764e-08
1 20 10000 10 40.60083 114.5907 116.9908 5.547235e-05
1 20 10000 10 39.45877 113.4464 116.2288 0.1680494
1 20 10000 10 41.66913 115.6618 117.9429 3.358359e-06
1 20 10000 10 36.7318 110.726 113.5291 3.621947e-09
1 20 10000 10 40.59421 114.5823 117.0213 4.38046e-07
1 20 10000 10 42.99795 116.9842 119.5178 0.0003506389
1 20 10000 10 40.07685 114.0648 116.5559 0.05702784
1 20 10000 10 40.50883 114.5039 117.1005 4.05061e-06
1 20 10000 10 41.4944 115.4897 117.8663 2.123703e-05
1 20 10000 10 35.18237 109.174 111.7948 2.584301e-05
1 20 10000 10 36.22127 110.2114 112.5918 3.238586e-07
1 20 10000 10 39.36786 113.3592 116.1706 3.928397e-07
1 20 10000 10 38.69569 112.6864 115.341 8.814209e-06
1 20 10000 10 38.0162 112.0103 114.5198 8.893539e-05
1 20 10000 10 38.27747 112.2692 115.0871 5.390916e-05
1 20 10000 10 46.5402 120.5181 122.8126 0.1688007
1 20 10000 10 40.61583 114.6088 117.1361 0.004434433
1 20 10000 10 41.42238 115.4078 117.9153 5.213535e-06
1 20 10000 10 36.40654 110.4015 113.1244 0.0130334
1 20 10000 10 68.31398 142.2626 144.3025 0.007784335
1 20 10000 10 39.8094 113.7914 116.2997 0.0003292925
1 20 10000 10 36.9383 110.9273 113.5532 9.632419e-06
1 20 10000 10 42.67859 116.6659 119.1591 0.0001932443
1 20 10000 10 41.62876 115.614 117.9105 5.562125e-08
1 20 10000 10 39.22769 113.2201 115.6164 0.001265981
1 20 10000 10 35.46689 109.4593 111.911 0.0001838181
1 20 10000 10 42.40743 116.3934 118.8028 0.001314394
1 20 10000 10 37.58133 111.5732 114.2255 8.823959e-10
1 20 10000 10 39.01988 113.0126 115.8501 7.590538e-07
1 20 10000 10 39.65596 113.6448 116.3171 3.390215e-11
1 20 10000 10 61.49264 135.4356 137.1468 0.0002539532
1 20 10000 10 38.44424 112.4379 114.816 7.946612e-10
1 20 10000 10 43.73588 117.7184 120.3301 0.01600253
1 20 10000 10 36.49768 110.4932 112.874 3.096957e-09
